Cheha,113593,SNNP,1
Enemor Ener,148424,SNNP,1
Muhur Na Aklil,116281,SNNP,1
Geta,90635,SNNP,1
Welkite town,86664,SNNP,1
Butajira town,76329,SNNP,1
Emdebir town,28313,SNNP,1
Bui town,21096,SNNP,1
Misrak Meskan,82528,SNNP,1
Debub Sodo,48533,SNNP,1
Enor Ener,77930,SNNP,1
Misha,98996,SNNP,1
Gombora,117099,SNNP,1
Lemmo,171024,SNNP,1
Shashogo,143089,SNNP,1
Misrak Badawacho,148827,SNNP,1
Soro,163020,SNNP,1
Duna,159897,SNNP,1
Analemmo,83434,SNNP,1
Mirab Badowach,111671,SNNP,1
Gibe,134276,SNNP,1
Hosaena town,139289,SNNP,1
Shone Town,31074,SNNP,1
Gimbichu town,27377,SNNP,1
Jajura town,27277,SNNP,1
Ameka,79596,SNNP,1
Siraro Badawacho,56254,SNNP,1
Mirab Soro,51577,SNNP,1
Tembaro,145088,SNNP,1
Angacha,121402,SNNP,1
Kediada Gambela,26829,SNNP,1
Kacha Bira,131650,SNNP,1
Hadero Tunto,108688,SNNP,1
Doyogena,108863,SNNP,1
Damboya,115174,SNNP,1
Durame town,107399,SNNP,1
Adilo,47675,SNNP,1
Shinshincho town,28428,SNNP,1
Hadero town,35452,SNNP,1
Wenago,145836,SNNP,1
Yirgachefe,183278,SNNP,1
Kochere,128866,SNNP,1
Bule,78349,SNNP,1
Dila Zuria,129791,SNNP,1
Gedeb,122492,SNNP,1
Dila town,117699,SNNP,1
Chelelektu town,26938,SNNP,1
Rape,79141,SNNP,1
Churso,85198,SNNP,1
Gedeb town,31349,SNNP,1
Yirgachefe town,77724,SNNP,1
Boloso Sore,205958,SNNP,1
Damot Gale,140742,SNNP,1
Damot Woide,110615,SNNP,1
Humbo,67244,SNNP,1
Sodo Zuria,126286,SNNP,1
Kindo Koyesha,109837,SNNP,1
Ofa,76585,SNNP,1
Boloso Bombe,116803,SNNP,1
Damot Sore,112946,SNNP,1
Kindo Daddaye,92780,SNNP,1
Damot Pullasa,142806,SNNP,1
Duguna Fango,130052,SNNP,1
Sodo Town,260880,SNNP,1
Areka town,80189,SNNP,1
